inspection_id,project_id,inspection_date,inspector_name,inspector_id,inspection_type,result,score_out_of_100,deficiencies_found,reinspection_required,reinspection_date,regulatory_body,notes
540,156,03-07-2020,R. Patel,INS-93069,Electrical,Pass with Conditions,,1,Y,05/10/2020,OSHA,Escalated to state
541,157,2023-02-19,G. Martinez,INS-39223,Final Walkthrough,Pass,68,0,N,,State DEP,Closed
542,157,19/06/2020,R. Patel,INS-11089,Routine Safety,Pass,74,1,N,,State DOT,Cited violation
543,157,2023/10/03,S. Williams,INS-91140,Structural,Pass,64,3,Y,31/08/2022,FTA,
544,157,18/03/2022,B. Torres,INS-37531,Fire Safety,Pass with Conditions,,2,Y,31/01/2023,State DEP,
545,158,2023/05/31,H. Lee,INS-60071,Quality Control,Pass,99,2,N,,EPA,
546,158,2021/03/28,C. Richardson,INS-59583,Final Walkthrough,Pass,89,1,N,,State DOT,
547,159,06-15-2020,B. Torres,INS-53312,Fire Safety,,36,1,Y,2021/02/25,FAA,Escalated to state
548,160,2022-12-16,G. Martinez,INS-56039,Quality Control,Pass,62,1,N,,FTA,Escalated to state
549,160,02/21/2020,J. Kowalski,INS-43645,Structural,,81,,y,,State DOT,Escalated to state
550,160,2023-07-25,M. Chen,INS-10920,Electrical,Pass,57,3,Y,,EPA,
551,160,08/05/2019,S. Williams,INS-79619,Environmental Compliance,Pass,55,1,N,,FHWA,
552,161,2023-11-07,H. Lee,INS-13397,Fire Safety,Fail,51,0,Y,2025-03-24,FHWA,
553,161,2019/07/11,J. Kowalski,INS-51396,Plumbing,Pass with Conditions,100,2,Y,07/20/2020,FTA,
554,161,11/16/2019,B. Torres,?,Quality Control,Pass,74,2,Y,,EPA,Follow-up required
555,161,2020-11-23,E. Hoffman,INS-72596,Quality Control,Pass,98,3,N,,Army Corps,Cited violation
556,162,2023/03/20,K. O'Brien,INS-20733,Quality Control,Pass,72,2,N,,FTA,Cited violation
557,163,07/06/2022,D. Freeman,INS-30500,Fire Safety,Pass,,0,Y,,State DOT,Escalated to state
558,164,06-03-2024,R. Patel,INS-29814,Final Walkthrough,Pass,79,1,N,,State DEP,
559,164,,M. Chen,INS-67275,Routine Safety,Pass,TBD,0,N,,Army Corps,Cited violation
560,165,2025-04-19,H. Lee,INS-78433,Structural,Pass,100,2,N,,Army Corps,Escalated to state
561,165,2020-12-21,J. Kowalski,INS-80517,Interim Progress,pass,77,0,N,,FHWA,
562,165,2025-01-05,R. Patel,INS-74267,Plumbing,Pass,91,1,Y,2019/08/10,State DOT,Cited violation
563,165,05/30/2020,M. Chen,INS-52011,Fire Safety,Pass,86,0,N,,Army Corps,
564,165,12/01/2023,A. Nguyen,INS-45065,Environmental Compliance,Pass with Conditions,64,2,Y,,FHWA,
565,166,05-20-2020,R. Patel,INS-45214,Quality Control,Pass,65,3,N,,FAA,
566,166,,J. Kowalski,,Plumbing,Pass,65,,Y,03/10/2022,Army Corps,Closed
567,166,2021/07/24,E. Hoffman,INS-31737,Structural,Fail,46,1,Y,01/17/2024,State DEP,Cited violation
568,166,16/03/2024,M. Chen,INS-74732,Structural,Fail,54,5,Y,2021-01-30,Local Building Dept,
569,166,2019-08-23,M. Chen,,Plumbing,Pass,90,3,YES,,OSHA,
570,167,2023/12/17,B. Torres,INS-83059,Quality Control,Fail,64,,Y,2022-10-30,State DOT,
571,167,04/28/2024,S. Williams,INS-94289,Fire Safety,Fail,44,0,Y,14/12/2022,OSHA,
572,167,09/02/2021,I. Jackson,,Structural,Pass,80,2,N,,State DOT,Closed
573,167,10-23-2024,S. Williams,,Electrical,Pass,n/a,2,Y,,Army Corps,Cited violation
574,167,01/14/2019,A. Nguyen,INS-90396,Environmental Compliance,Pass,83,3,yes,,Army Corps,
575,168,08/24/2023,E. Hoffman,INS-83482,Electrical,Pass,72,0,N,,Local Building Dept,Follow-up required
576,168,2019/05/04,C. Richardson,INS-15278,Plumbing,Pass,67,3,N,,State DEP,Cited violation
577,169,01/05/2020,J. Kowalski,INS-46101,Structural,pass,79,0,N,,OSHA,
578,169,06/07/2021,B. Torres,INS-62783,Plumbing,Pass with Conditions,66,2,Y,,Local Building Dept,
579,169,08/14/2019,K. O'Brien,INS-19784,Structural,Pass,,,Y,2021-06-30,FAA,Follow-up required
580,169,2021-05-15,B. Torres,INS-49127,Structural,Pass,71,2,N,,FTA,
581,169,2021-04-09,C. Richardson,INS-49385,Electrical,Pass with Conditions,59,2,Y,19/10/2019,Local Building Dept,Cited violation
582,170,08/12/2020,M. Chen,INS-72246,Fire Safety,FAIL,80,2,N,,Army Corps,Follow-up required
583,170,09/27/2019,S. Williams,INS-30977,Environmental Compliance,Fail,30,N/A,yes,,FTA,Follow-up required
584,170,2022-07-28,I. Jackson,INS-72232,Final Walkthrough,Pass,,0,N,,FAA,Escalated to state
585,171,10-02-2020,S. Williams,INS-55333,Final Walkthrough,Pass,?,3,N,,FTA,
586,172,12/10/2024,J. Kowalski,INS-63370,Environmental Compliance,Pass,92,,N,,FHWA,Closed
587,172,2023-04-25,A. Nguyen,INS-58334,Electrical,Pass With Conditions,60,,YES,,State DEP,
588,172,,M. Chen,INS-74838,Electrical,Pass,81,1,N,,State DOT,
589,172,2024-04-26,M. Chen,INS-24616,Fire Safety,Pass,n/a,0,Y,,Army Corps,Escalated to state
590,172,2021-11-28,J. Kowalski,INS-80412,Structural,Pass,93,0,Y,27/06/2020,State DOT,Escalated to state
591,173,2024/07/21,K. O'Brien,INS-86154,Final Walkthrough,Fail,64,4,Y,2025-02-19,FAA,Cited violation
592,174,2024-03-12,M. Chen,INS-12419,Structural,Pass,73,3,N,,FAA,Follow-up required
593,174,10/04/2019,A. Nguyen,INS-56159,Quality Control,Deferred,N/A,3,N,,Army Corps,
594,174,08/05/2025,B. Torres,INS-93129,Final Walkthrough,Pass,95,3,Y,08/16/2022,State DEP,
595,174,18/05/2023,J. Kowalski,INS-63964,Final Walkthrough,Pass,91,0,yes,,FTA,Escalated to state
596,174,2019/07/06,B. Torres,,Fire Safety,Pass,97,,N,,Army Corps,Follow-up required
597,175,03/07/2022,R. Patel,INS-83690,Electrical,Fail,51,4,Y,03-01-2021,FTA,Cited violation
598,175,05/16/2022,S. Williams,INS-16220,Plumbing,Pass With Conditions,88,1,N,,FTA,
599,176,10/11/2024,K. O'Brien,INS-54389,Plumbing,Pass,87,3,N,,FHWA,Closed
600,176,26/11/2024,B. Torres,INS-10087,Final Walkthrough,Fail,,1,Y,2022/08/01,OSHA,
601,178,2024-11-16,J. Kowalski,,Final Walkthrough,Pass,86,1,N,,State DOT,Follow-up required
602,178,07-22-2021,E. Hoffman,INS-43447,Final Walkthrough,Pass,97,,Y,03-10-2024,State DOT,
603,178,10/07/2021,E. Hoffman,INS-61196,Quality Control,Pass,78,0,N,,Army Corps,
604,178,10-05-2021,H. Lee,INS-23007,Electrical,Pass,55,N/A,Y,,FTA,
605,178,08-29-2023,G. Martinez,INS-61787,Structural,Pass,,1,N,,FTA,Follow-up required
606,179,07/19/2020,G. Martinez,INS-37556,Structural,Pass,76,2,No,,Army Corps,
607,179,04/05/2021,J. Kowalski,INS-59429,Interim Progress,Pass,69,0,N,,State DOT,
608,179,2022-04-19,J. Kowalski,INS-41475,Electrical,Pass With Conditions,,3,N,,Army Corps,Follow-up required
609,179,,J. Kowalski,INS-78928,Final Walkthrough,Fail,31,4,Y,13/05/2022,State DEP,
610,179,27/01/2025,I. Jackson,INS-35934,Environmental Compliance,Pass,66,2,Y,2023/03/04,State DEP,
611,180,2022/10/13,I. Jackson,INS-25433,Interim Progress,Pass,78,3,N,,FAA,
612,180,27/07/2019,K. O'Brien,INS-69046,Final Walkthrough,Pass With Conditions,64,3,Y,11-08-2024,EPA,
613,180,,K. O'Brien,?,Quality Control,Pass,,0,N,,FAA,Cited violation
614,180,2019-12-17,B. Torres,INS-96058,Environmental Compliance,Pass,,2,,,FAA,
615,180,04-09-2022,M. Chen,INS-55502,Fire Safety,pass,72,TBD,N,,State DOT,
616,180,07/01/2021,M. Chen,INS-21309,Final Walkthrough,FAIL,87,3,,,FTA,
617,181,04/15/2025,J. Kowalski,INS-21623,Quality Control,Pass with Conditions,80,2,Y,05-29-2023,State DEP,
618,181,2024/11/09,H. Lee,INS-37980,Final Walkthrough,Pass,?,-,N,,OSHA,Follow-up required
619,182,10-28-2020,H. Lee,INS-23449,Final Walkthrough,Pass,98,3,N,,State DEP,Closed
620,182,08/18/2019,K. O'Brien,INS-15608,Structural,Pass,71,1,N,,OSHA,
621,183,11-30-2021,E. Hoffman,INS-86413,Electrical,fail,78,1,Y,,State DEP,Closed
622,183,,S. Williams,INS-26355,Interim Progress,Pass with Conditions,91,1,Y,,State DOT,Cited violation
623,183,26/04/2022,B. Torres,INS-41230,Final Walkthrough,Pass,87,0,YES,,State DEP,
624,183,04-06-2022,I. Jackson,INS-92505,Fire Safety,Pass with Conditions,55,3,Y,,Local Building Dept,
625,183,,B. Torres,INS-91111,Routine Safety,Pass,100,2,Y,2023/05/08,EPA,Cited violation
626,183,,B. Torres,INS-90447,Environmental Compliance,Pass,N/A,1,N,,EPA,
627,185,26/09/2024,I. Jackson,INS-55719,Fire Safety,Pass,84,3,,,OSHA,Cited violation
628,185,18/04/2019,D. Freeman,INS-57562,Fire Safety,Fail,61,5,Y,,Army Corps,
629,185,2022-03-23,K. O'Brien,INS-70007,Electrical,Pass,75,,N,,Local Building Dept,Escalated to state
630,186,2022/03/31,J. Kowalski,INS-43399,Structural,Pass,63,2,N,,Local Building Dept,
631,187,23/01/2023,R. Patel,INS-32833,Electrical,Pass,98,3,N,,OSHA,
632,187,2023-12-29,J. Kowalski,INS-48548,Final Walkthrough,Pass,71,1,N,,State DEP,Closed
633,187,2021/03/13,C. Richardson,INS-32653,Fire Safety,Pass,79,1,N,,FTA,Cited violation
634,187,04/21/2023,K. O'Brien,TBD,Routine Safety,Pass,67,?,N,,Army Corps,
635,187,12-10-2022,R. Patel,INS-44215,Plumbing,Pass,78,1,N,,OSHA,Escalated to state
636,188,04-14-2022,K. O'Brien,INS-34048,Environmental Compliance,Pass,99,1,N,,FTA,Cited violation
637,188,,I. Jackson,,Routine Safety,Pass,58,3,Y,2020/06/11,FHWA,Follow-up required
638,188,21/06/2023,S. Williams,,Quality Control,Pass,96,,Y,01/28/2022,Army Corps,Closed
639,188,2025-05-25,R. Patel,INS-95686,Quality Control,pass,64,3,Y,,FHWA,Follow-up required
640,188,01-31-2024,D. Freeman,INS-29605,Electrical,Pass,84,2,y,,FAA,
641,188,12-29-2022,I. Jackson,INS-59852,Structural,Pass,88,1,N,,Local Building Dept,
642,189,07-24-2019,C. Richardson,INS-97734,Fire Safety,Pass with Conditions,,,Y,12-03-2023,State DOT,Cited violation
643,189,08/17/2021,K. O'Brien,INS-46301,Environmental Compliance,Pass,n/a,,Y,,State DEP,Cited violation
644,189,2023/10/20,G. Martinez,?,Plumbing,Pass With Conditions,90,1,N,,FAA,Escalated to state
645,190,2025-05-17,R. Patel,INS-78475,Environmental Compliance,Pass,78,1,N,,FTA,Follow-up required
646,190,08/08/2021,H. Lee,INS-89819,Plumbing,Pass,78,,N,,State DOT,
647,190,04/27/2020,H. Lee,INS-51182,Final Walkthrough,Pass With Conditions,57,1,N,,FHWA,
648,191,11-14-2023,R. Patel,INS-93639,Final Walkthrough,Pass with Conditions,,2,Y,2019/04/16,State DOT,Escalated to state
649,191,,D. Freeman,-,Environmental Compliance,Pass,63,3,Y,2025/06/02,EPA,
650,191,02-04-2025,H. Lee,INS-27835,Fire Safety,Pass,90,3,N,,State DEP,
651,191,2024-06-19,G. Martinez,INS-83420,Electrical,Pass,99,3,Y,,FTA,
652,192,2019-05-23,S. Williams,INS-65731,Structural,Pass,94,3,Y,2020-05-13,Army Corps,
653,192,2021-10-08,E. Hoffman,INS-97745,Environmental Compliance,Deferred,88,1,yes,,Army Corps,Escalated to state
654,193,2020-11-15,K. O'Brien,INS-40916,Environmental Compliance,Pass with Conditions,88,0,Y,2020/12/15,Local Building Dept,Cited violation
655,193,2022-07-21,S. Williams,INS-48318,Electrical,Pass,73,0,N,,Army Corps,
656,193,02/18/2025,D. Freeman,INS-50752,Quality Control,Pass,n/a,0,N,,Local Building Dept,Follow-up required
657,194,16/02/2020,K. O'Brien,INS-58407,Routine Safety,fail,68,1,N,,State DEP,
658,194,2023-07-10,E. Hoffman,INS-63752,Structural,Fail,43,2,Y,05-25-2025,State DOT,
659,194,2020-08-18,I. Jackson,INS-17290,Environmental Compliance,FAIL,57,1,Y,05/13/2022,Local Building Dept,
660,194,08/27/2023,S. Williams,N/A,Environmental Compliance,Pass with Conditions,55,2,Y,2025-05-27,EPA,Follow-up required
661,194,10-06-2023,D. Freeman,INS-62772,Quality Control,Pass,60,2,N,,Local Building Dept,
662,196,05-12-2019,I. Jackson,INS-14610,Interim Progress,Pass,82,0,N,,EPA,Cited violation
663,196,02/07/2023,C. Richardson,INS-13082,Structural,Pass,55,1,N,,Local Building Dept,Escalated to state
664,196,17/07/2021,H. Lee,INS-81609,Routine Safety,Pass,89,1,N,,Army Corps,
665,197,2022-01-03,S. Williams,INS-39737,Fire Safety,Fail,-,5,Y,07-07-2020,Local Building Dept,
666,197,04/24/2021,J. Kowalski,INS-69350,Plumbing,Fail,35,,Y,,State DEP,Cited violation
667,197,2023/02/02,E. Hoffman,INS-85123,Fire Safety,Pass,63,0,YES,,OSHA,
668,197,11/02/2024,D. Freeman,INS-85014,Interim Progress,Pass,66,0,N,,FTA,
669,197,07-18-2020,I. Jackson,INS-82845,Structural,Pass,64,2,,,FTA,
670,198,2020-12-03,G. Martinez,INS-56428,Interim Progress,Pass,89,2,N,,Local Building Dept,
671,198,2022/09/15,G. Martinez,INS-15706,Routine Safety,Pass with Conditions,74,0,Y,,EPA,
672,198,03-14-2022,M. Chen,INS-72398,Routine Safety,Pass,92,2,N,,State DEP,Cited violation
673,198,04-18-2021,M. Chen,,Interim Progress,Pass,94,3,,,EPA,
674,198,2023-03-12,E. Hoffman,INS-33408,Fire Safety,Pass,98,2,N,,Local Building Dept,
675,199,2023/03/24,J. Kowalski,,Electrical,Pass,75,,Y,2021-12-19,OSHA,Follow-up required
676,199,,J. Kowalski,,Interim Progress,Pass,75,1,N,,Local Building Dept,Closed
677,199,12/03/2019,J. Kowalski,INS-69590,Interim Progress,Fail,43,1,Y,26/11/2021,Local Building Dept,
678,200,10/06/2020,E. Hoffman,INS-21464,Routine Safety,Pass With Conditions,,2,y,,FAA,Closed
679,200,03-14-2023,M. Chen,INS-73333,Routine Safety,PASS,46,,Y,01/28/2023,FTA,
680,200,2020/08/24,J. Kowalski,INS-87399,Interim Progress,Pass,?,3,,,Local Building Dept,Escalated to state
681,201,2024/02/13,D. Freeman,INS-99822,Plumbing,Pass,68,2,N,,EPA,
682,201,23/01/2024,C. Richardson,INS-23945,Quality Control,Pass,71,1,N,,Local Building Dept,Escalated to state
683,201,18/05/2024,D. Freeman,INS-32743,Electrical,Pass,68,2,N,,Army Corps,
684,201,09/08/2019,D. Freeman,N/A,Structural,Pass,64,2,Y,,FTA,Escalated to state
685,201,2020-05-02,I. Jackson,TBD,Final Walkthrough,Pass,N/A,2,N,,FHWA,Follow-up required
686,202,21/11/2021,M. Chen,INS-20596,Electrical,Pass,93,3,N,,EPA,Cited violation
687,202,2020/12/17,S. Williams,INS-57157,Quality Control,Pass,79,-,N,,OSHA,Cited violation
688,202,2024-11-15,I. Jackson,INS-37312,Routine Safety,Pass,87,3,N,,Local Building Dept,
689,202,01/02/2025,I. Jackson,INS-38456,Final Walkthrough,Pass,85,2,N,,Local Building Dept,
690,203,2021-06-09,J. Kowalski,INS-19903,Final Walkthrough,Fail,57,6,Y,,EPA,
691,203,01/07/2024,I. Jackson,INS-97133,Environmental Compliance,pass,83,0,N,,Local Building Dept,
692,204,2020/12/20,S. Williams,INS-97326,Environmental Compliance,Pass,99,1,N,,FTA,
693,204,2022/06/25,D. Freeman,INS-67908,Final Walkthrough,Pass,64,0,y,2019/11/14,FAA,
694,204,01/07/2025,J. Kowalski,n/a,Final Walkthrough,Pass With Conditions,56,0,N,,OSHA,
695,204,11-15-2022,G. Martinez,INS-32247,Electrical,Pass with Conditions,56,2,Y,2023-08-18,Army Corps,Escalated to state
696,205,2020/03/04,B. Torres,INS-54743,Fire Safety,Pass With Conditions,91,0,N,,State DEP,
697,205,2020-06-06,R. Patel,INS-25540,Routine Safety,Pass,81,,N,,FTA,
698,206,02-23-2024,I. Jackson,-,Environmental Compliance,Pass,70,0,Y,2019-06-25,Local Building Dept,
699,206,24/10/2024,J. Kowalski,INS-52841,Quality Control,Pass,74,2,y,,Local Building Dept,
700,206,10/28/2019,S. Williams,INS-24642,Structural,Pass,91,2,N,,State DOT,
701,206,03-28-2024,I. Jackson,INS-11798,Fire Safety,Pass,78,1,,09/12/2021,FAA,Escalated to state
702,207,02/17/2022,M. Chen,INS-76361,Environmental Compliance,Pass,57,1,Y,,FAA,Follow-up required
703,207,01/16/2020,M. Chen,INS-61055,Environmental Compliance,Pass with Conditions,91,0,Y,01/02/2020,EPA,
704,207,08/08/2022,G. Martinez,INS-56831,Environmental Compliance,Pass,71,?,Y,2022/05/06,Army Corps,
705,207,03/16/2021,E. Hoffman,INS-67842,Electrical,Fail,31,7,Y,,FHWA,
706,207,2024/03/22,S. Williams,INS-16555,Final Walkthrough,Pass,68,2,N,,Army Corps,
707,207,,E. Hoffman,INS-44865,Routine Safety,Pass,99,3,N,,FHWA,
708,208,05-16-2021,S. Williams,INS-96862,Routine Safety,Pass,78,2,Y,,OSHA,
709,208,23/02/2021,A. Nguyen,TBD,Interim Progress,Pass,99,3,N,,State DEP,Closed
710,208,2019-12-07,E. Hoffman,INS-74476,Structural,Pass,82,1,N,,State DEP,
711,208,19/10/2019,H. Lee,INS-46312,Structural,Pass,62,2,N,,FTA,
712,209,11-15-2020,J. Kowalski,INS-67267,Environmental Compliance,Pass,80,0,N,,FAA,
713,209,12/06/2024,B. Torres,INS-98786,Routine Safety,Pass,83,1,N,,OSHA,Closed
714,209,21/10/2019,J. Kowalski,INS-76829,Environmental Compliance,Pass,96,,N,,State DOT,
715,210,02/14/2020,R. Patel,INS-64426,Routine Safety,Pass,98,3,N,,State DEP,Escalated to state
716,210,2022/09/29,A. Nguyen,INS-17026,Interim Progress,Pass with Conditions,100,,Y,,FTA,
717,210,2021-09-24,B. Torres,INS-17502,Final Walkthrough,fail,38,2,Y,04/25/2025,Local Building Dept,Closed
718,210,02/12/2021,E. Hoffman,N/A,Electrical,Pass,69,2,Y,,State DOT,
719,210,2021/10/03,J. Kowalski,INS-90425,Fire Safety,Pass,57,0,Y,09-01-2021,FHWA,Closed
720,211,2023/12/04,E. Hoffman,INS-62219,Structural,Pass,78,3,N,,Army Corps,
721,212,,H. Lee,INS-67488,Final Walkthrough,Pass,93,2,N,,FHWA,Escalated to state
722,212,19/09/2022,S. Williams,-,Routine Safety,Pass,92,3,Y,,FHWA,Follow-up required
723,212,04/09/2021,C. Richardson,INS-67246,Interim Progress,Pass,98,1,No,,State DEP,
724,213,10/09/2019,A. Nguyen,INS-81269,Interim Progress,Pass,60,1,N,,Army Corps,
725,213,,B. Torres,INS-72427,Electrical,Pass with Conditions,100,3,Y,,FTA,Follow-up required
726,214,11/30/2024,M. Chen,INS-24492,Quality Control,Pass,65,3,Y,2020-03-21,FAA,Cited violation
727,214,2022-12-28,M. Chen,INS-24225,Environmental Compliance,Fail,55,6,Y,,Army Corps,Cited violation
728,215,07-24-2019,R. Patel,,Plumbing,fail,94,3,N,,State DEP,Escalated to state
729,216,05-30-2025,R. Patel,INS-85298,Structural,Pass,71,1,N,,State DEP,
730,217,2024-06-22,S. Williams,INS-39555,Quality Control,Pass,86,1,N,,FTA,Escalated to state
731,217,16/07/2021,D. Freeman,INS-75619,Interim Progress,Pass,71,0,Y,22/10/2024,OSHA,
732,217,,E. Hoffman,INS-83306,Quality Control,Pass With Conditions,TBD,3,Y,,FAA,
733,217,2021-01-28,E. Hoffman,TBD,Plumbing,PASS,55,,N,,FAA,Escalated to state
734,218,01/09/2020,A. Nguyen,INS-33375,Interim Progress,Pass,91,0,N,,State DOT,Cited violation
735,218,06-20-2023,K. O'Brien,INS-82348,Fire Safety,Pass,94,1,N,,OSHA,Follow-up required
736,219,02-20-2023,G. Martinez,INS-77803,Environmental Compliance,Pass,71,3,N,,State DEP,
737,219,2022-04-18,E. Hoffman,INS-30398,Structural,Pass,,0,N,,State DEP,Follow-up required
738,219,28/09/2019,S. Williams,INS-99774,Quality Control,Pass,55,0,no,03/15/2023,FHWA,
739,219,2021-03-23,S. Williams,INS-15023,Final Walkthrough,Pass,78,2,N,,FAA,Closed
740,219,03-02-2020,S. Williams,INS-37357,Quality Control,Pass,70,0,Y,01/26/2020,FTA,Closed
741,220,08/02/2019,E. Hoffman,INS-17353,Interim Progress,Pass,86,3,Y,2021/01/26,FAA,Cited violation
742,221,2021-02-19,B. Torres,INS-20661,Structural,Pass,62,1,N,,FHWA,Escalated to state
743,221,2021-11-09,M. Chen,INS-16700,Final Walkthrough,Pass,79,3,N,,FAA,
744,221,27/12/2023,J. Kowalski,INS-17435,Final Walkthrough,Pass,93,0,N,,State DOT,Cited violation
745,221,2023-11-11,C. Richardson,INS-70526,Interim Progress,Pass,93,0,N,,State DOT,
746,221,,J. Kowalski,INS-54490,Routine Safety,Pass,82,0,Y,2023-06-24,FHWA,
747,221,2019-06-01,D. Freeman,,Plumbing,Pass,79,2,N,,Local Building Dept,
748,222,2024-06-13,G. Martinez,INS-73420,Environmental Compliance,Pass,87,0,Y,01-28-2020,Local Building Dept,Cited violation
749,222,2021-09-27,D. Freeman,INS-27971,Plumbing,Pass,55,3,N,,Army Corps,
750,222,,D. Freeman,,Quality Control,FAIL,69,3,N,,State DEP,
751,223,04/09/2025,I. Jackson,N/A,Structural,Pass,70,2,N,,FHWA,Follow-up required
752,223,27/11/2021,I. Jackson,INS-52752,Electrical,Pass,58,0,y,12/01/2023,FHWA,Closed
753,223,2019-07-03,R. Patel,INS-92698,Plumbing,Pass,90,0,N,,OSHA,
754,223,09/11/2021,E. Hoffman,,Final Walkthrough,Pass,,2,N,,State DOT,Escalated to state
755,224,04-18-2020,A. Nguyen,INS-57505,Plumbing,Pass with Conditions,72,3,Y,2020-02-13,OSHA,
756,224,2019/02/05,D. Freeman,INS-37594,Interim Progress,Pass,63,0,N,,Army Corps,
757,225,2023/04/01,M. Chen,INS-63573,Interim Progress,Fail,47,5,N,10/11/2020,State DOT,Closed
758,225,06/08/2021,R. Patel,INS-32595,Plumbing,Pass,96,2,Y,10/27/2023,Army Corps,Escalated to state
759,225,01-04-2023,G. Martinez,INS-86686,Plumbing,Pass,99,0,N,,State DOT,Follow-up required
760,225,08/20/2019,H. Lee,INS-72637,Quality Control,Pass,58,3,N,,FAA,Closed
761,226,2024/04/10,K. O'Brien,?,Quality Control,Pass,,0,N,,OSHA,Escalated to state
762,227,10-10-2020,D. Freeman,INS-18070,Electrical,Pass,89,,N,,EPA,Escalated to state
763,228,07/07/2024,C. Richardson,INS-10446,Structural,Pass,69,3,N,,OSHA,Cited violation
764,228,,A. Nguyen,INS-87392,Electrical,Pass,95,3,yes,,FTA,
765,228,2023-06-01,M. Chen,INS-12247,Final Walkthrough,Pass,70,0,no,,FHWA,
766,229,,E. Hoffman,INS-77762,Environmental Compliance,Pass,78,2,N,,OSHA,Follow-up required
767,229,2022/09/26,A. Nguyen,INS-93757,Electrical,Pass,74,1,N,,State DEP,Cited violation
768,229,2024-05-23,R. Patel,INS-37748,Electrical,Pass,85,2,Y,2023-03-12,EPA,
769,229,20/07/2021,I. Jackson,INS-22277,Quality Control,Pass,,,Y,,FTA,Follow-up required
770,229,2021/06/12,C. Richardson,INS-51522,Quality Control,Pass,60,2,N,,FHWA,Closed
771,229,01/29/2025,R. Patel,INS-85181,Electrical,Pass,75,1,yes,,Local Building Dept,Follow-up required
772,230,,S. Williams,INS-98349,Interim Progress,Pass,77,2,Y,12/12/2024,Local Building Dept,Escalated to state
773,230,2019-09-08,K. O'Brien,INS-48305,Interim Progress,Pass,78,3,N,,FHWA,Escalated to state
774,231,2019-01-05,K. O'Brien,INS-92561,Plumbing,Pass,63,,Y,2021-11-19,FTA,
775,231,04/10/2024,M. Chen,,Environmental Compliance,Deferred,60,3,Y,12/22/2022,State DEP,
776,232,2024-05-22,K. O'Brien,INS-24648,Electrical,PASS,64,1,Y,05/11/2023,OSHA,
777,233,2022-03-08,K. O'Brien,INS-42294,Routine Safety,,56,1,Y,31/03/2021,State DEP,
778,233,03/06/2022,D. Freeman,INS-88761,Structural,Pass,76,3,N,,FHWA,
779,233,21/01/2020,M. Chen,INS-35454,Structural,Pass,100,0,N,,Army Corps,Cited violation
780,233,2023-05-20,I. Jackson,INS-11041,Electrical,FAIL,64,1,N,,EPA,Closed
781,234,03-22-2021,I. Jackson,INS-48080,Routine Safety,Pass,62,n/a,Y,,FAA,Escalated to state
782,234,2019/11/19,S. Williams,INS-92740,Routine Safety,fail,93,0,Y,05/07/2022,FAA,Closed
783,234,06/18/2021,B. Torres,INS-84244,Fire Safety,Fail,51,6,Y,2023-12-29,Army Corps,Escalated to state
784,236,2024/01/31,E. Hoffman,INS-13725,Structural,Pass,76,n/a,N,,EPA,Follow-up required
785,236,12-13-2019,E. Hoffman,INS-50820,Environmental Compliance,Pass,73,2,,,FTA,
786,236,16/02/2023,R. Patel,INS-94447,Structural,Pass,77,1,N,,OSHA,
787,236,09/27/2020,M. Chen,INS-22357,Quality Control,Pass with Conditions,n/a,2,Y,16/10/2020,Army Corps,Escalated to state
788,236,2020/10/23,R. Patel,?,Final Walkthrough,Pass,62,2,N,,EPA,
789,236,02-26-2021,M. Chen,INS-61084,Plumbing,Pass with Conditions,89,1,Y,07-27-2021,FAA,Escalated to state
790,237,03/24/2020,M. Chen,INS-60196,Plumbing,Fail,42,0,y,01/20/2023,EPA,Follow-up required
791,237,06-30-2021,G. Martinez,INS-57212,Environmental Compliance,Pass,76,3,N,,State DEP,
792,237,02/26/2021,S. Williams,n/a,Quality Control,Pass,TBD,1,N,,OSHA,Follow-up required
793,237,2024-05-31,C. Richardson,INS-35751,Environmental Compliance,,TBD,0,y,,OSHA,Follow-up required
794,237,03-07-2024,C. Richardson,INS-65507,Routine Safety,Pass with Conditions,N/A,,Y,2022-05-26,FAA,
795,237,10/05/2023,E. Hoffman,,Electrical,Pass,99,1,N,,FHWA,
796,238,2023-10-14,H. Lee,INS-28425,Environmental Compliance,Pass,95,0,N,,State DEP,Cited violation
797,239,04/13/2025,C. Richardson,INS-12819,Final Walkthrough,Pass,TBD,1,N,,EPA,
798,239,04-13-2020,D. Freeman,INS-93683,Plumbing,,64,1,N,,EPA,
799,241,06/01/2024,I. Jackson,INS-35712,Routine Safety,pass,56,0,N,,Local Building Dept,Follow-up required
800,241,14/09/2019,A. Nguyen,INS-74667,Interim Progress,Pass,78,2,No,,FAA,Follow-up required
801,241,10/19/2023,B. Torres,INS-95974,Fire Safety,Pass,93,2,N,,FAA,Cited violation
802,242,2020-02-16,S. Williams,INS-90366,Routine Safety,Pass,96,,N,,EPA,
803,243,2025-01-15,R. Patel,INS-63473,Quality Control,Fail,58,0,yes,,Local Building Dept,
804,243,2021-06-15,R. Patel,INS-16114,Environmental Compliance,Pass,79,2,Y,11/09/2020,FAA,Follow-up required
805,243,02/11/2019,R. Patel,INS-71759,Environmental Compliance,Pass,78,3,Y,,OSHA,
806,243,07/20/2023,J. Kowalski,INS-92104,Plumbing,Pass,97,2,Y,,FTA,Cited violation
807,243,10/26/2021,D. Freeman,INS-82845,Structural,Fail,52,7,Y,,State DEP,Follow-up required
